International relations,2016-10-27,The San Francisco Police Department halts a training program between itself and the Philippine National Police over allegations of civil rights violations committed under the guise of the Philippine Drug War. 
Law and crime,2016-10-28,"Datu Saudi-Ampatuan mayor Samsudin Dimaukom, publicly accused by Philippine President Rodrigo Duterte of involvement in the illegal drug trade, is killed, along with nine others, by Philippine police at a highway checkpoint in what police describe as an anti-drug operation. "
International relations,2016-11-02,United States State Department blocks the sale of firearms to the Philippines due to concerns of human rights violations. 
Law and crime,2016-11-05,"The mayor of Albuera, Leyte, accused of drug trafficking, is shot dead in jail. "
Law and crime,2016-12-07,Philippines president Rodrigo Duterte accuses the opposition Liberal Party of trying to oust him and install the current vice president Leni Robredo to the presidency. 
Law and crime,2016-12-08,A panel formed by the Senate of the Philippines concludes that operations under Oplan Tokhang by the Philippine National Police is unconstitutional. 
Politics and elections,2016-12-10,"In the Philippines, demonstrators call for President Rodrigo Duterte to address extrajudicial killings linked to the Philippine Drug War, ongoing military operations against communist rebels, and the controversial burial of Ferdinand Marcos in the Heroes' Cemetery. An effigy of Marcos was made as a centerpiece of the protest. "
Law and crime,2016-12-14,"The Philippines cabinet of Rodrigo Duterte, through former journalist Martin Andanar, criticizes the Western media's coverage of the Philippine Drug War, particularly that of The New York Times, and urges them to cover the purge more effectively. "
Law and crime,2016-12-20,A news publisher is allegedly killed in the Philippine province of Catanduanes after publishing a story about the controversial drug purge campaign. 
Arts and culture,2016-12-21,Musician James Taylor cancels a concert in Manila to protest the ongoing drug war. 
Law and crime,2016-12-22,The Commission on Human Rights launches an investigation into alleged murders committed by current Philippines president Rodrigo Duterte. 
#
Law and crime,2016-04-07,"Colombia's Constitutional Court votes in favor of same-sex marriage, in a 6-3 decision. "
Law and crime,2016-04-28,Colombia becomes the fourth state in Latin America to legalize same-sex marriage. 
#
Armed conflicts and attacks,2016-01-04,"The Islamic State of Iraq and the Levant's branch in Libya attacks the Libyan oil port of Sidra, which is Libya's largest oil depot. Two members of the Petrol Facilities Guard militia, which is defending Sidra, were reportedly killed in clashes. Islamic State militants were reportedly pushed back from the port, but the group now says it controls the town of Bin Jawad, 30km west of Sidra on the road from its stronghold in Sirte. "
Armed conflicts and attacks,2016-01-05,"Islamic State militants continue to besiege the Libyan oil port of Sidra, attacking checkpoints on the road to the port, leaving seven guards dead. The National Oil Corporation "
Armed conflicts and attacks,2016-01-06,"The Islamic State's Libyan branch continues attacks on Libya's oil ports of Sidra and Ra's Lanuf, resulting in at least 10 security personnel deaths and 40 injured. The National Oil Corporation "
Armed conflicts and attacks,2016-01-07,At least 65 people are killed after a truck bomb hit a police training center in the Libyan town of Zliten. 
Armed conflicts and attacks,2016-01-09,A major power station in the eastern Libyan city of Benghazi is shelled by militants. 
Armed conflicts and attacks,2016-02-05,Clashes between local tribal forces and Sudanese fighters in Libya's southeastern Cyrenaica region around the town of Kufra leaves around 30 dead. 
International relations,2016-02-06,Tunisia completes the construction of a 200km 
Armed conflicts and attacks,2016-02-08,"A Libyan Air Force MiG-23 fighter jet crashes due to a ''mechanical failure'', while conducting airstrikes on Islamic State-controlled areas in the eastern city of Derna. "
Armed conflicts and attacks,2016-02-12,"A Libyan Air Force MiG-23 is shot down over the city of Benghazi as it conducted airstrikes on Shura Council of Benghazi Revolutionaries positions in the coastal city. A Tobruk-based military source said the pilot survived having parachuted to safety, but his whereabouts were not immediately clear. "
Armed conflicts and attacks,2016-02-19,"United States Air Force warplanes carry out airstrikes on ISIL in western Libya, near the Tunisian border, reportedly killing at least 38 people. "
Armed conflicts and attacks,2016-02-20,"Two Serbian embassy staff abducted in Libya in November 2015 are believed to have been among dozens killed in yesterday's U.S. airstrike on a ISIL camp in Sabratha, according to Serbia's Foreign Minister Ivica Dačić. "
Armed conflicts and attacks,2016-02-21,The Libyan National Army says it has taken control of the town of Ajdabiya and several areas of Benghazi following heavy clashes with Islamist militant groups. 
International relations,2016-02-21,"Germany is considering sending troops to Tunisia to help train the Tunisian Army in the fight against Islamist militants, particularly ISIL who control territory in neighboring Libya. "
Armed conflicts and attacks,2016-02-24,"Senior Libyan military officials say French special forces are on the ground in Benghazi helping Libyan National Army troops fight ISIL militants. They said that the French forces, along with American and British teams, are setting up an operations room inside Benina International Airport in Benina. The French defense ministry declined to comment, citing a policy not to comment on special forces' activities. "
Armed conflicts and attacks,2016-02-26,Seven Libyan National Army soldiers are killed fighting ISIL militants in Benghazi. 
Armed conflicts and attacks,2016-03-01,The United Kingdom is to send troops to Tunisia to help the Tunisian Army prevent ISIL militants from moving into the country from Libya. 
Armed conflicts and attacks,2016-03-02,The Tunisian Army kills five suspected ISIL militants near the town of Ben Gardane after they infiltrated across the border from neighboring Libya. 
Armed conflicts and attacks,2016-03-04,"A Libyan spokesperson says two Italian hostages are freed by local fighters from Islamic State custody in Sabratha, Libya. He also confirms that two other Italian hostages were recently killed during local forces clashes with IS militants. "
Armed conflicts and attacks,2016-03-07,"At least 50 people are killed, including 33 militants, seven civilians and ten soldiers, in armed clashes between the Tunisian Army and Islamist militants in the town of Ben Gardane, near the border with Libya. "
Armed conflicts and attacks,2016-03-08,Tunisia's army and security forces kill another five suspected terrorists in an operation near the Libyan border. 
International relations,2016-03-11,"The Algerian Army kills three suspected Islamist militants near the eastern city of El Oued and seizes a large quantity of weapons, including six anti-aircraft missiles. "
International relations,2016-03-18,Boko Haram and al-Qaeda kill four security force personnel in two separate attacks in Niger. 
Armed conflicts and attacks,2016-03-30,Blasts and gunfire are reported in Tripoli. 
Armed conflicts and attacks,2016-04-02,"Two security guards are killed while repelling an ISIL attack on the Bayda oil field, near the town of Marada, Libya. "
Armed conflicts and attacks,2016-04-06,"The self-declared National Salvation government, one of the rival governments of Libya, resigns and gives up power to the UN-backed Libyan Presidential Council in Tripoli. "
International relations,2016-04-19,"The European Union offers to help the fledgling new UN-backed Libyan unity government with assistance in its security sector, managing migration, border management and police capacity building. This comes after Libyan Prime Minister Fayez al-Sarraj appealed to foreign governments for help in fighting ISIL and aid to rebuild the country. "
International relations,2016-04-27,"The unrecognized House of Representatives, one of the rival governments based in eastern Libya, ships its first cargo of crude oil in defiance of the U.N.-backed authorities in the capital Tripoli in a move that could deepen divisions within the country. The Tripoli-based government asked the United Nations Security Council yesterday to blacklist the tanker. "
International relations,2016-04-28,"In response to the U.N.-backed Government of National Accord's plea, the United Nations Security Council blacklists the tanker shipping crude oil by the unrecognized rival House of Representatives government in eastern Libya. "
International relations,2016-05-01,"An oil tanker, sent from Eastern Libya by a rival to the internationally recognized Government of National Accord, returns with its cargo to the refinery at Zawiya in western Libya. The United Nations blacklisted the shipment on Wednesday. "
Armed conflicts and attacks,2016-06-11,Libyan forces claim to have captured the port in the city of Sirte after heavy fighting with ISIL. 
Armed conflicts and attacks,2016-06-16,"A suicide bombing kills at least 10 security force members in the village of Abu Qurayn, west of Sirte. "
Business and economy,2016-07-03,Libya's National Oil Corporation agrees to merge with the rival company of the same name in the east of the country after being split by the two rival governments. 
Armed conflicts and attacks,2016-07-20,"At least three French Armed Forces soldiers are killed after their helicopter is shot down near the city of Benghazi, Libya. The soldiers were killed while carrying out ''dangerous intelligence operations'', according to French President François Hollande. "
Armed conflicts and attacks,2016-08-01,"The United States launches airstrikes on ISIL positions in the Libyan city of Sirte following a request from the UN-backed Government of National Accord. Libyan Prime Minister Fayez al-Sarraj, in a televised address, says the strikes have caused ''heavy ISIL losses''. "
International relations,2016-08-02,A car bombing in the Al-Quwarsha area on the outskirts of Benghazi claims at least 23 lives. The Shura Council of Benghazi Revolutionaries says it is responsible. 
Armed conflicts and attacks,2016-09-11,"Forces loyal to Libyan general and former US citizen Khalifa Haftar, commander of the elected Council of Deputies military, seize control of the ports of Sidra, Ra's Lanuf, Brega and Zuwetina. "
Armed conflicts and attacks,2016-10-02,"An ISIL sniper in Sirte, Libya, shoots dead Dutch photographer and war correspondent Jeroen Oerlemans. "
Armed conflicts and attacks,2016-11-20,"At least 16 people are killed and 50 others are wounded in clashes between rival tribes in Sabha, Libya after a monkey attacks a girl and pulls off her headscarf. "
International relations,2016-11-21,A car bomb in Benghazi kills three children and injures 20 others. 
Armed conflicts and attacks,2016-12-02,"At least eight are killed in clashes in Tripoli, Libya. "
International relations,2016-12-16,"An attack on a border post near Burkina Faso's border with Mali, leaves at least 12 Burkinabe troops dead and two others missing. "
#
Politics and elections,2016-01-10,"The newly appointed President of Catalonia, Carles Puigdemont, vows to continue his predecessor Artur Mas i Gavarró's plans to secede from Spain within 18 months. "
International relations,2016-07-27,The regional Parliament of Catalonia defies the Constitutional Court of Spain by holding an informal and unilateral vote for secession.
Politics and elections,2016-09-12,"In a protest in Barcelona, an estimated 800,000 people "
#
Armed conflicts and attacks,2016-01-02,"Heavily armed terrorists, reportedly members of Jaish-e-Mohammed, attack an Indian Air Force base in Pathankot, Punjab; three security force personnel and four of the terrorists are reported to have been killed. "
Armed conflicts and attacks,2016-01-03,"Gunfire and loud explosions are heard at an Indian Air Force base in Pathankot, Punjab, as anti-terrorist operations continue. A further two militants, for a total of six, are reported to have been killed; seven military and paramilitary personnel are reported to have been killed, with up to 20 other security personnel wounded. "
Armed conflicts and attacks,2016-01-04,"Five of the terrorists who attacked an Indian Air Force base in Pathankot, Punjab are reported to have been killed; mopping-up and search operations continue. National Security Guard officials state the operations will continue until the air base is made safe. "
#
Politics and elections,2016-03-28,"New York Governor Andrew Cuomo signs an order banning all non-essential travel to North Carolina, i.e., travel not necessary for the enforcement of New York state law, public health, and/or safety, following the state's passage of a law blocking local governments from passing anti-discrimination ordinances. "
Law and crime,2016-03-28,"The American Civil Liberties Union and Lambda Legal file a federal lawsuit against a new North Carolina law that bars transgender people from choosing bathrooms consistent with their gender identity, arguing the measure is discriminatory and threatens individuals' personal safety. "
Law and crime,2016-03-29,"The NC Values Coalition, which worked to get Charlotte's nondiscrimination ordinance overturned by the state legislature, says hundreds of North Carolina businesses support the new state law, though fear retaliation if they make that support public. The coalition did list 17 businesses willing to be identified as supporting the new law. "
Arts and culture,2016-04-05,Mississippi Governor Phil Bryant approves a new law that allows religious groups and private businesses to deny services to gay and transgender people. 
Arts and culture,2016-04-07,"The Mississippi Hospitality and Restaurant Association, in response to the potential backlash from Mississippi Governor Phil Bryant's signing of the known-as religious freedom bill which permits denial of services because of religious belief, will distribute decals that say ''Everyone's Welcome Here.'' Mike Cashion, MHRA director, says the bill ''created a level of controversy'' that affects Mississippi's image. "
Arts and culture,2016-04-08,"A group of United States mayors forms ''Mayors Against Discrimination'' in the wake of recent discriminatory laws enacted in North Carolina and Mississippi against LBGT individuals. The founding members are city leaders from Honolulu, New York City, Philadelphia, Portland, Oakland, San Francisco, Sante Fe, Seattle, Tampa, and Washington, D.C. "
Arts and culture,2016-04-08,"Bruce Springsteen and the E Street Band cancels their Sunday night concert in Greensboro, North Carolina, to protest the state's controversial ''bathroom bill.'' "
Law and crime,2016-04-12,"North Carolina Governor Pat McCrory signs Executive Order 73 that addresses some, but not all, troublesome provisions in House Bill 2 that caused businesses, traveling recording stars, etc., to stay clear of the state. The order does expand the state's anti-discrimination employment policy to include LBGT protection, but reiterates that people use the marked facility consistent with ''... their biological sex.'' The American Civil Liberties Union says the order, ''... fall"
Arts and culture,2016-04-13,"Louisiana Governor John Bel Edwards signs an anti-discrimination order protecting the rights of gay and transgender people that rescinds one his immediate predecessor, Bobby Jindal, signed that sought to limit same-sex marriage rights and the ability of transgender people to choose which public restrooms they may use. "
Law and crime,2016-04-19,"An American federal appeals court in Richmond, Virginia, rules a transgender high school student who was banned from the boys' bathroom can proceed with the lawsuit against the school board. "
International relations,2016-04-20,The United Kingdom's Foreign Office issues a travel advisory for gay people concerning travel to parts of the United States due to new legislation in North Carolina and Mississippi. 
Law and crime,2016-05-04,"The U.S. Justice Department notifies North Carolina Governor Pat McCrory that the state's new law which limits restroom access for transgender people violates the U.S. Civil Rights Act, and asks for a response by May 9 whether the state will correct ''these violations of Title VII.'' The Governor's statement in response does not specifically say what the state will do. "
Politics and elections,2016-05-13,"The United States Education and Justice Departments advise U.S. public school districts across the country to allow transgender students to use the bathrooms that match their gender identity, rather than their gender at birth. The new guidance comes as Justice and North Carolina battle in federal court over the state's new so-called bathroom bill. "
Law and crime,2016-05-20,The Oklahoma Legislature files a measure asking for Congress to impeach Barack Obama over his decision to allow transgender students to use the bathrooms corresponding to their gender identity. 
#
Politics and elections,2016-04-10,Voters in Chad go to the polls for the first round of voting in a presidential election with incumbent President Idriss Déby favoured to win a fifth term. 
Politics and elections,2016-04-21,The incumbent President of Chad Idriss Deby is reelected for a fifth term amid allegations of fraud. 
#
Law and crime,2016-03-04,Brazilian police raid the home of ex-President Luiz Inácio Lula da Silva in relation to the Petrobras scandal. Lula is brought in for questioning. 
Politics and elections,2016-03-09,Former President of Brazil Luiz Inácio Lula da Silva is charged with money laundering. 
Politics and elections,2016-03-12,"The Brazilian Democratic Movement Party sets a deadline of 30 days to determine the status of its alliance with Dilma Rousseff’s administration, including the option to leave the coalition. "
Politics and elections,2016-03-13,"Hundreds of thousands in Brazil's major cities, some estimates say more than 3 million people, protest the weak economy and political corruption, and call for President Dilma Rousseff's impeachment. "
Politics and elections,2016-03-16,"Protests erupt outside the presidential palace in Brasília, and on São Paulo's main Avenue Paulista. on news of Luiz Inácio Lula da Silva's appointment as President Rousseff's chief of staff. Federal Judge Sérgio Moro says taped conversations between the two show Lula and Rousseff, apparently, trying to influence the investigation. "
Politics and elections,2016-03-17,"A Brazilian federal judge blocks the appointment of Lula as chief of staff, arguing that the appointment would derail a federal judicial investigation against him. The government said it would appeal against the decision. "
Politics and elections,2016-03-18,"Brazil's lower house of Congress, which yesterday overwhelmingly approved "
Politics and elections,2016-03-19,"A survey conducted by Datafolha shows a majority of Brazilians now favor the impeachment or resignation of President Dilma Rousseff. The poll showed 68 percent of respondents favor Rousseff's impeachment by Congress, while 65 percent think the president should resign. The president's approval ratings have been hammered by Brazil's worst recession in decades and its biggest ever corruption probe. "
Politics and elections,2016-03-22,"Brazil President Dilma Rousseff says she will not resign under any circumstances because she hadn't committed a crime, and equated a bid to impeach her to a coup d'état against democratic rule. A congressional impeachment committee has started hearings. Rousseff could be suspended if the Chamber of Deputies approves the motion to impeach. The president urged the Supreme Court to remain impartial in this political crisis. "
Politics and elections,2016-03-29,"The Brazilian Democratic Movement Party, the country's largest party, decides unanimously to leave President Rousseff's governing coalition. While Rousseff will remain in office, it's likely she could be impeached in a matter of months, which would make Vice President Michel Temer president. "
Politics and elections,2016-03-31,"Brazil sports minister George Hilton resigns and will be replaced on an interim basis by Ricardo Leyser, a senior official in the ministry. Leyser, 45, has worked in the sports ministry since 2003, and has been heavily involved with the Olympic Games, which will be held in Rio de Janeiro, August 5-21, 2016. "
Politics and elections,2016-04-01,"President Dilma Rousseff loses another key member of the country's 2016 Summer Olympics organization. Colonel Adilson Moreira of the National Public Security Force, who was in charge of organizing security, in an email to his colleagues reportedly criticizes the President and other senior officials, saying he is ashamed of the country's being led by an ''unscrupulous group.'' Brazilian officials, who earlier received Sports Minister George Hilton's resignation, say the planning for the Olympic Games will not be affected. "
Politics and elections,2016-04-05,"Marco Aurélio Mello, a Supreme Federal Court judge orders Brazil's Chamber of Deputies to start impeachment proceedings against Vice President Michel Temer over charges he helped doctor budget accounting as part of President Dilma Rousseff's administration. "
Politics and elections,2016-04-12,"President Dilma Rousseff, speaking with teachers and students, says Vice President Michel Temer and Chamber of Deputies Speaker Eduardo Cunha are jointly plotting her downfall. The two men are in line to succeed her if she is impeached. "
Politics and elections,2016-04-13,The Progressive Party announces it is leaving President Dilma Rousseff's coalition government and that its 47 politicians would support her impeachment. 
Politics and elections,2016-04-15,Brazil's Chamber of Deputies begins debating the impeachment of the President. 
Politics and elections,2016-04-17,Brazil's Chamber of Deputies votes overwhelmingly 
Law and crime,2016-05-05,"Acting on a request from Brazil's top prosecutor, Supreme Court Justice Teori Zavascki suspends President of the Deputies Chamber Eduardo Cunha for obstructing the Petrobras corruption investigation. The full court confirms this action, Cunha is eliminated from the line of succession to President Dilma Rousseff, who may be suspended from office next week. "
Politics and elections,2016-05-09,"Later Monday, Maranhão reverses his earlier decision to annul the Chamber of Deputies April 17 vote for impeachment. "
Politics and elections,2016-05-10,"Brazil's Federal Senate unanimously votes to strip Delcídio do Amaral of his senate seat. Amaral, one of Rousseff's biggest foes, was arrested last November for allegedly taking kickbacks from Petrobras. "
Politics and elections,2016-05-11,The Federal Senate of Brazil debates whether to suspend and impeach President Dilma Rousseff for allegedly breaching budget rules. The President's allies are not optimistic about the Senate vote. 
Politics and elections,2016-05-12,The Brazilian Senate votes 
Politics and elections,2016-05-13,"Vice President of Brazil, Michel Temer, assumes the presidential powers and duties as Acting President of Brazil. "
Politics and elections,2016-05-30,"Fabiano Silveira, Minister for Transparency, Supervision and Control, resigns after leaked recordings suggested he tried to derail the Petrobras corruption investigation. This anti-corruption ministry was created on May 12, 2016, when Vice President Michel Temer was sworn in as acting president. The same tapes led to the resignation of Planning Minister Romero Jucá last week. "
Law and crime,2016-07-29,Former President of Brazil Lula da Silva will stand trial on obstruction of justice charges relating to the Petrobras scandal. 
Politics and elections,2016-08-10,Brazil's Federal Senate votes 59 to 21 to indict suspended President Dilma Rousseff on charges of breaking budget laws and put her on trial. 
Politics and elections,2016-08-25,Brazil's Federal Senate begins the impeachment trial of suspended President Dilma Rousseff. 
Politics and elections,2016-08-30,The Senate postpones the impeachment vote on suspended President Dilma Rousseff to Wednesday. 
Politics and elections,2016-08-31,"President of Brazil Dilma Rousseff is removed from office by a vote of 61–20 in the Senate. Current Acting President Michel Temer will serve out the remainder of her term, which ends January 1, 2019. "
Politics and elections,2016-09-12,"Eduardo Cunha, former President of the Brazilian Chamber of Deputies loses his position as a Deputy following a vote of the Chamber as a result of a series of corruption scandals. "
Law and crime,2016-09-14,"Brazilian prosecutors file corruption charges against former President Luiz Inácio Lula da Silva and his wife, Marisa Letícia Lula da Silva. Federal judge Sérgio Moro will preside over his case. "
Law and crime,2016-09-22,Brazilian police arrest former Finance Minister Guido Mantega as part of an ongoing probe into corruption. 
Law and crime,2016-11-17,Former Rio de Janeiro governor Sérgio Cabral is arrested in corruption probe. 
Law and crime,2016-11-21,Testimony begins in a corruption case against former President of Brazil Luiz Inácio Lula da Silva. 
Politics and elections,2016-11-25,Brazilian Minister Geddel Vieira Lima resigns following allegations he and President Michel Temer pressured a fellow cabinet minister into approving a real estate project. 
Law and crime,2016-12-21,Brazilian construction firm Odebrecht and affiliated petrochemical company Braskem plead guilty of violating American foreign bribery laws in connection with the Petrobras deal. 
#
Sport,2016-07-09,"In tennis, American defending champion Serena Williams defeats Angelique Kerber of Germany in straight sets to win her seventh Wimbledon Championships title and her 22nd Grand Slam title, tying the Open era record held by Steffi Graf. "
Sport,2016-07-10,"In tennis, Andy Murray of Scotland defeats Canadian Milos Raonic in the finals of the men's singles to win his second Wimbledon championship. It is the first time that a men's Wimbledon final has not featured Roger Federer, Rafael Nadal or Novak Djokovic since 2002. "
#
International relations,2016-04-17,"Members of OPEC meet in Doha, Qatar, amid uncertainty in the markets and the outcome of the meeting. Since 2014, the price of oil has dropped dramatically. Analysts hope that an agreement to freeze output will reassure global energy markets that the recent recovery in prices is sustainable. "
Business and economy,2016-04-18,"The meeting in Doha, Qatar, of the world's top oil producers, from both OPEC and non-OPEC countries, fails to agree on an output freeze. Oil analysts say the failure was due to Iran's non-participation, and Saudi Arabia linking its cooperation to Iran's inclusion. Oil prices drop in early Asian trading and on the New York Mercantile Exchange. "
#
Disasters and accidents,2016-02-05,The President of Zimbabwe Robert Mugabe declares a state of disaster in most rural parts of the country due to a prolonged drought. 
Business and economy,2016-02-22,"Zimbabwe President Robert Mugabe assigns all diamond mining operations to the newly formed, government-run Zimbabwe Consolidated Diamond Company, and orders eight foreign diamond mining companies from the country. "
#
Law and crime,2016-07-05,"Protests occur in the city of Baton Rouge, Louisiana, U.S., after a man, Alton Sterling is fatally shot by a police officer. "
Law and crime,2016-07-07,"Eleven police officers are shot, with five dying of gunshot wounds in Dallas, Texas during a protest against two black men killed within a day of each other. Police kill the shooter with a bomb delivered on a bomb defusing robot. "
Law and crime,2016-07-08,"Police kill Micah X Johnson, the gunman believed responsible for the killing of five police officers and shooting of seven more in Dallas, Texas following a standoff. "
Law and crime,2016-07-09,"Multiple gunshots strike the public safety headquarters of the San Antonio, Texas, Police Department. No injuries are reported. "
International relations,2016-07-09,"Following the death of Alton Sterling and Philando Castile and the shooting of white police officers in Dallas, Texas, The Bahamas issues a rare travel warning for its citizens traveling to the United States. "
Politics and elections,2016-07-10,Protests continue in multiple cities across the United States following the death of two black men by police. Numerous confrontations and arrests have been reported. 
International relations,2016-07-10,"The United Arab Emirates and Bahrain issue a travel warning for their citizens heading to American cities where protests are occuring following ethnic tensions in the country. This comes after The Bahamas issued its own travel warning yesterday, after the shooting of Dallas police officers. "
Law and crime,2016-07-17,"At least three Baton Rouge Police Department officers are shot dead and several others are wounded by a gunman in Baton Rouge, Louisiana. "
#
International relations,2016-10-20,"The European Union calls an emergency two-day meeting about the planned EU-Canada free trade agreement, approved by all 28 EU member governments but held up by the ''non'' vote in Walloonia, one of Belgium's five sub-federal administrations. "
International relations,2016-10-27,"Belgian politicians, including those from the dissident Wallonia region, agree on Comprehensive Economic and Trade Agreement language that addresses Walloon concerns. This ends the deadlock on CETA, though the revised text must again be approved by the other 27 EU member states. "
International relations,2016-10-30,Canadian Prime Minister Justin Trudeau and EU officials sign the Comprehensive Economic and Trade Agreement 
#
Armed conflicts and attacks,2016-07-07,A group of radical Islamists hurl homemade bombs at police officers in the Kishoreganj District in central Bangladesh killing at least one officer and injuring several others. 
Armed conflicts and attacks,2016-10-08,Raids by security forces on Jamaat-ul-Mujahideen Bangladesh in Gazipur leave 11 militants dead. 
#
Business and economy,2016-11-25,"Saudi Arabia tells its partners in the Organization of Petroleum Exporting Countries that it will not attend a planned November 28 meeting in Vienna, out of unhappiness about intransigence from Iraq and Iran with regard to production cuts. "
Business and economy,2016-11-30,OPEC agrees to cut oil production by 1.2 million barrels a day. Key non-OPEC producers most notably Russia have also agreed to cut their production. Oil futures have risen by 9%. 
Business and economy,2016-12-11,Non-Organization of Petroleum Exporting Countries agree to cut oil output which will help increase the price of petroleum products in the world market. 
#
Sport,2016-03-13,"The field of 68 teams for the NCAA Tournament is announced. Kansas is the top overall seed, with North Carolina, Oregon, and Virginia rounding out the #1 seeds. In a minor controversy, the entire bracket is leaked during the selection show, several minutes before the South and West Regions are officially announced. "
Sport,2016-03-14,"The field of 64 teams for the NCAA Tournament is announced. Unbeaten Connecticut is the top overall seed, with Baylor, Notre Dame, and South Carolina rounding out the #1 seeds."
Sport,2016-04-02,"In the U.S. men's national college basketball tournament semifinals in Houston's NRG Stadium, the Villanova Wildcats thrash the Oklahoma Sooners 95–51, the most lopsided result in men's Final Four history; and in a battle between Atlantic Coast Conference members, the North Carolina Tar Heels defeat the Syracuse Orange 83–66. The title game on April 4 pits the Wildcats, 1985 champions, and the five-time champion Tar Heels. "
Sport,2016-04-03,"The 2016 United States women's college basketball national championship will be decided when two former Big East Conference foes meet at Bankers Life Fieldhouse in Indianapolis at 8:30 p.m. EDT, Tuesday, April 5, 2016. Connecticut topped Oregon State 80–51, and Syracuse claimed an 80–59 win over Washington in Sunday's semifinals. Syracuse "
Sport,2016-04-05,"In women's college basketball, the Connecticut Huskies top the Syracuse Orange to cap a perfect season "
#
Disasters and accidents,2016-02-23,"At least one person has been killed and three people remain missing following the partial collapse of a decommissioned turbine hall at Didcot A Power Station in Oxfordshire, England. "
Disasters and accidents,2016-02-24,"The Oxfordshire Fire and Rescue Service state that the three people missing since a decommissioned turbine hall partially collapsed at Didcot A power station in Oxfordshire, England, yesterday are unlikely to still be alive. If confirmed, this would raise the death toll to four. "
#
Arts and culture,2016-10-09,Pope Francis announces the upcoming creation of 17 new Cardinals; 13 of them will be under the age of 80 and thus able to vote in a future papal conclave to select the new Pope. 
Arts and culture,2016-10-16,Pope Francis declares seven new saints. {Vatican Radio)
#
Politics and elections,2016-03-10,Three candidates are put forward to become President of Myanmar: Htin Kyaw and Sai Nyunt Lwin from the National League for Democracy and Khin Aung Myint from the military. 
Politics and elections,2016-03-15,"The Myanmar Assembly of the Union, or parliament, selects Htin Kyaw as the new President. Kyaw, a confidant of Aung San Suu Kyi, will be the first civilian president in decades. Suu Kyi, a Nobel Peace Prize recipient, is constitutionally barred from the office. "
Politics and elections,2016-03-21,"Myanmar's new parliament, in its first legislative act, votes "
Politics and elections,2016-03-24,Myanmar's parliament approves Nobel Peace Prize laureate Aung San Suu Kyi and 17 other nominees to positions in the incoming government's cabinet. Which ministry each will head was not announced. 
Politics and elections,2016-03-27,"Senior General Min Aung Hlaing, Myanmar's military chief, pledges to work with the new civilian government that takes over the Southeast Asian country next week, after 54 years of direct or indirect rule by the military. "
Politics and elections,2016-03-30,"In Myanmar's capital Naypyidaw, Htin Kyaw is sworn in by House Speaker Mahn Win Khaing Than as the first civilian president in 54 years. Htin Kyaw, a close aide to Aung San Suu Kyi, takes power from former general Thein Sein. "
Politics and elections,2016-04-07,"Aung San Suu Kyi, now the State Counsellor of Myanmar, says she will press for the release of political prisoners and student activists in the country, hinting that a mass amnesty may be imminent, a week after her government took power. "
Politics and elections,2016-04-08,"A Myanmar court releases 69 jailed student activists in the first wave of amnesty for the country's political prisoners, with more releases expected. This comes after State Counsellor Aung San Suu Kyi vowed to push for the release of all the political prisoners in Myanmar. "
Law and crime,2016-04-17,The President of Myanmar Htin Kyaw pardons 83 political prisoners. A total of 282 people accused of political crimes have been released or had charges dropped since the new National League for Democracy government gained power on April 1. 
#
Disasters and accidents,2016-04-21,"At least two people are killed after an oceanfront stretch of an elevated bike lane in Rio de Janeiro, Brazil, collapses when it was hit by a strong wave. Two other people were rescued alive, while another may be missing. The bike lane was among the projects built in preparation for the 2016 Summer Olympics. No Olympic event will be held on the path. "
Sport,2016-04-21,"The Olympic flame is lit outside the Temple of Hera in Olympia, Greece, by Greek actress Katerina Lehou. Brazilian volleyball legend Giovane Gávio starts the relay that will reach the capital Brasilia on May 3 for transport throughout the South American country by 12,000 torchbearers, arriving at Maracanã Stadium in Rio de Janeiro on August 5. "
Sport,2016-05-28,"Eight Russian Olympic athletes from three different sports have tested positive for banned substances during a re-examination of blood samples taken during the 2012 London Olympics, according to the Russian Olympic Committee. "
Sport,2016-06-01,The International Olympic Committee 
Sport,2016-06-03,A ten person team of refugees will compete in the 2016 Summer Olympics in Rio de Janeiro. 
Sport,2016-06-16,"Ten Olympic weightlifters fail a drug test in a reanalysis of samples from the 2012 Summer Olympics. Among them are four Kazakh gold medalists: Ilya Ilyin, Zulfiya Chinshanlo, Svetlana Podobedova and Maiya Maneza. The other athletes represent Azerbaijan, Belarus, Russia, and Ukraine. All ten lifters are provisionally suspended by the International Weightlifting Federation and are expected to be stripped of their titles. "
Sport,2016-06-17,The International Olympic Committee 
Sport,2016-06-23,The government of Kuwait sues the International Olympic Committee 
Sport,2016-07-03,The Russian Olympic Committee appeals the ban of its track and field team from participating in the upcoming summer Olympics by the International Association of Athletics Federations 
Sport,2016-07-18,The World Anti-Doping Agency finds that the Government of Russia was involved in an intensive doping program including at the 2014 Winter Olympics at Sochi. 
Sport,2016-07-21,"Russia's track and field athletes will not be allowed to compete in the Rio Olympic Games, even if they did not fail drug tests, after an appeal to the Court of Arbitration for Sport is rejected. "
Sport,2016-07-24,The leader of the Australian delegation says the country's athletes would not be checking in at the athletes' village because it's unsafe for human habitation. Australian athletes have been staying at nearby Rio de Janeiro hotels. 
Sport,2016-08-03,Competition begins with six matches in women's football. 
